3148.0484	5363.05
2789.77917	4867.38
2367.76897	3381.81
2241.84441	3165.54
1861.67564	2677
1774.5317	2456.23
1772.68319	2145.38
1646.83057	2014.22
1592.54675	1807.98
1479.29629	1636.8
1226.90879	1280.27
1162.07943	1165.88
1456.02472	1498.74
1357.16409	1377.6
860.26059	775.23
860.15407	712.93
638.37542	489.45
605.54819	468
543.7111	396.92
518.51647	355.45
471.40629	317.17
479.26658	325.09
441.84092	295.05
334.9283	205
311.88089	191.88
270.98988	162.28
229.7844	148.9
250.49033	130.05
218.54614	122.09
196.92757	109.6
190.03206	99.21
144.17603	77.6
132.34231	70.67
165.50781	90.86
149.12778	83.5
87.79304	47
86.30469	43.21
57.00946	29.66
52.70414	28.38
44.96137	24.06
38.69782	19.23
23.09869	11.06
21.41085	10.04
14.59573	6.97
13.75852	6.54
11.29835	5.52
9.92568	5.07
9.4927	4.42
8.44041	4.16
7.73021	3.73
7.0572	3.38
5.21464	2.65
4.84295	2.4
6.21957	3.1
5.78456	2.83
3.35001	1.59
3.02354	1.47
2.0969	1.02
1.95801	0.96
1.63829	0.81
1.37306	0.65
