321.74649	5363.05
268.30542	4867.38
129.5185	3381.81
126.83227	3165.54
88.85117	2677
72.83761	2456.23
56.19546	2145.38
47.65618	2014.22
38.21192	1807.98
30.79652	1636.8
19.37938	1280.27
15.8684	1165.88
20.25951	1498.74
16.81713	1377.6
7.09821	775.23
5.80395	712.93
2.81721	489.45
2.737	468
1.90353	396.92
1.58292	355.45
1.24242	317.17
1.31557	325.09
1.08982	295.05
0.56674	205
0.5219	191.88
0.40741	162.28
0.33483	148.9
0.28022	130.05
0.24166	122.09
0.21045	109.6
0.1852	99.21
0.11939	77.6
0.15769	70.67
0.13783	90.86
0.12278	83.5
0.06093	47
0.05158	43.21
0.03549	29.66
0.024	28.38
0.01837	24.06
0.01008	19.23
4.03582E-4	11.06
0.00539	10.04
0.00264	6.97
0.00787	6.54
0.00733	5.52
0.0051	5.07
0.00409	4.42
0.00337	4.16
0.01024	3.73
0.01078	3.38
0.01249	2.65
0.01229	2.4
0.00596	3.1
0.00973	2.83
0.01388	1.59
0.01148	1.47
0.01071	1.02
0.01295	0.96
0.00175	0.81
0.00895	0.65
