5918.45544	5363.05
5473.10708	4867.38
4463.65726	3381.81
4258.85563	3165.54
3944.20504	2677
3627.01076	2456.23
3414.56255	2145.38
3242.75318	2014.22
2980.54466	1807.98
2713.46724	1636.8
2399.1987	1280.27
2154.51575	1165.88
2444.14907	1498.74
2322.05106	1377.6
1631.51354	775.23
1492.19624	712.93
1044.26496	489.45
1049.79762	468
909.35064	396.92
823.97407	355.45
790.25475	317.17
759.70535	325.09
734.81082	295.05
539.80157	205
503.66598	191.88
433.99463	162.28
401.12409	148.9
373.29838	130.05
347.46881	122.09
310.44924	109.6
289.62331	99.21
215.51394	77.6
210.60843	70.67
243.48355	90.86
232.46992	83.5
138.48894	47
130.45174	43.21
89.64776	29.66
80.5034	28.38
70.20401	24.06
59.15611	19.23
36.17248	11.06
33.38582	10.04
22.94477	6.97
21.4981	6.54
18.17612	5.52
16.28301	5.07
14.98787	4.42
13.40174	4.16
12.28273	3.73
11.2487	3.38
8.37206	2.65
7.71127	2.4
9.46895	3.1
8.93831	2.83
5.1718	1.59
4.78038	1.47
3.29913	1.02
3.07167	0.96
2.59599	0.81
2.14673	0.65
