1740.66675	5363.05
1521.71949	4867.38
1003.98072	3381.81
931.86606	3165.54
784.3581	2677
697.73114	2456.23
605.70447	2145.38
541.21951	2014.22
493.08913	1807.98
437.31675	1636.8
304.08674	1280.27
262.33779	1165.88
320.59869	1498.74
289.70954	1377.6
155.75039	775.23
130.51119	712.93
71.54883	489.45
66.3107	468
49.49224	396.92
42.57765	355.45
34.65888	317.17
34.68483	325.09
29.73426	295.05
13.15999	205
10.98489	191.88
7.58806	162.28
5.65545	148.9
4.21429	130.05
3.15774	122.09
2.55357	109.6
1.75318	99.21
0.60854	77.6
0.40762	70.67
0.69228	90.86
0.48099	83.5
0.10469	47
0.06857	43.21
0.02081	29.66
0.01638	28.38
0.00855	24.06
0.00504	19.23
0.00153	11.06
0.00101	10.04
0.00403	6.97
0.00353	6.54
0.00864	5.52
0.00998	5.07
0.02484	4.42
0.00966	4.16
0.01058	3.73
0.00324	3.38
0.01019	2.65
0.01073	2.4
0.00914	3.1
0.0108	2.83
0.01074	1.59
0.01111	1.47
0.0113	1.02
0.00977	0.96
0.01118	0.81
0.0043	0.65
