4346.05584	5363.05
3957.9003	4867.38
3236.82936	3381.81
2974.57832	3165.54
2672.26058	2677
2421.80011	2456.23
2267.50435	2145.38
2135.24824	2014.22
2041.59867	1807.98
1918.70658	1636.8
1655.87553	1280.27
1355.947	1165.88
1736.48676	1498.74
1657.62126	1377.6
991.1329	775.23
977.68722	712.93
763.74758	489.45
684.46394	468
617.84714	396.92
585.55023	355.45
520.74914	317.17
525.01553	325.09
489.94475	295.05
356.89099	205
351.08567	191.88
287.45651	162.28
258.52767	148.9
251.37965	130.05
223.99401	122.09
210.86069	109.6
198.94652	99.21
141.07635	77.6
137.43495	70.67
163.91559	90.86
153.78056	83.5
89.01813	47
85.02842	43.21
58.63904	29.66
54.98776	28.38
46.36303	24.06
40.37002	19.23
24.9445	11.06
23.03573	10.04
15.92095	6.97
14.53279	6.54
12.34841	5.52
10.97134	5.07
10.30479	4.42
9.17649	4.16
8.52087	3.73
7.86223	3.38
5.6013	2.65
5.27895	2.4
6.62184	3.1
6.23736	2.83
3.58952	1.59
3.34737	1.47
2.28528	1.02
2.14638	0.96
1.84214	0.81
1.52648	0.65
